"weight"	"ts"	"remark"	"taskid"	"parentId"	"date"	"QCStateLabel"	"Id"	"project"	"weightMVIndicator"	"performedby"	"Description"	"account"	"enddate"	"requestid"
"0.81"	"2010-05-24 14:37:42.0"	""	""	""	"2007-12-18 11:00:00.0"	"Completed"	"test2008446"	""	""	""	"fusce potenti"	""	""	""
"0.9"	"2010-05-24 14:37:42.0"	""	""	""	"2008-01-08 10:00:00.0"	"Completed"	"test2008446"	""	""	""	"orci eu interdum"	""	""	""
"1.38"	"2010-05-24 14:37:42.0"	""	""	""	"2008-03-12 09:00:00.0"	"Completed"	"test2008446"	""	""	""	"eget nulla orci"	""	""	""
"1.91"	"2010-05-24 14:37:42.0"	""	""	""	"2008-06-10 09:00:00.0"	"Completed"	"test2008446"	""	""	""	"pretium ante"	""	""	""
"1.99"	"2010-05-24 14:37:42.0"	""	""	""	"2008-07-08 09:30:00.0"	"Completed"	"test2008446"	""	""	""	"ultricies nisl"	""	""	""
"2.09"	"2010-05-24 14:37:42.0"	""	""	""	"2008-08-11 09:45:00.0"	"Completed"	"test2008446"	""	""	""	"convallis sapien"	""	""	""
"2.47"	"2010-05-24 14:37:42.0"	""	""	""	"2008-09-22 10:40:00.0"	"Completed"	"test2008446"	""	""	""	"nunc a scelerisque"	""	""	""
"2.6"	"2010-05-24 14:37:42.0"	""	""	""	"2008-10-17 10:00:00.0"	"Completed"	"test2008446"	""	""	""	"neque class"	""	""	""
"2.71"	"2010-05-24 14:37:42.0"	""	""	""	"2008-11-19 09:00:00.0"	"Completed"	"test2008446"	""	""	""	"et et quis porttitor"	""	""	""
"2.84"	"2010-05-24 14:37:42.0"	""	""	""	"2008-12-17 09:30:00.0"	"Completed"	"test2008446"	""	""	""	"nibh in aliquet"	""	""	""
"3.04"	"2010-05-24 14:37:42.0"	""	""	""	"2009-02-05 09:00:00.0"	"Completed"	"test2008446"	""	""	""	"nulla  vestibulum"	""	""	""
"3.15"	"2010-05-24 14:37:42.0"	""	""	""	"2009-03-23 09:15:00.0"	"Completed"	"test2008446"	""	""	""	"nam erat malesuada"	""	""	""
"3.29"	"2010-05-24 14:37:42.0"	""	""	""	"2009-04-30 08:55:00.0"	"Completed"	"test2008446"	""	""	""	"egestas euismod"	""	""	""
"3.3"	"2010-05-24 14:37:42.0"	""	""	""	"2009-05-20 09:45:00.0"	"Completed"	"test2008446"	""	""	""	"tincidunt quam"	""	""	""
"3.43"	"2010-05-24 14:37:42.0"	""	""	""	"2009-05-27 11:30:00.0"	"Completed"	"test2008446"	""	""	""	"placerat non"	""	""	""
"3.52"	"2010-05-24 14:37:42.0"	""	""	""	"2009-06-24 09:00:00.0"	"Completed"	"test2008446"	""	""	""	"libero aenean"	""	""	""
"3.45"	"2010-05-24 14:37:42.0"	""	""	""	"2009-07-16 08:45:00.0"	"Completed"	"test2008446"	""	""	""	"sed faucibus"	""	""	""
"3.73"	"2010-05-24 14:37:42.0"	""	""	""	"2009-08-17 08:48:00.0"	"Completed"	"test2008446"	""	""	""	"montes venenatis"	""	""	""
"4.12"	"2010-05-24 14:37:42.0"	""	""	""	"2009-08-31 14:30:00.0"	"Completed"	"test2008446"	""	""	""	" quis risus porttitor"	""	""	""
"4.11"	"2010-05-24 14:37:42.0"	""	""	""	"2009-09-28 13:30:00.0"	"Completed"	"test2008446"	""	""	""	"sit dictumst"	""	""	""
"3.95"	"2010-05-24 14:37:42.0"	""	""	""	"2009-10-26 13:45:00.0"	"Completed"	"test2008446"	""	""	""	"vitae luctus"	""	""	""
"4.52"	"2010-05-24 14:37:42.0"	""	""	""	"2009-12-14 13:30:00.0"	"Completed"	"test2008446"	""	""	""	"suspendisse sollicitudin"	""	""	""
"4.24"	"2010-05-24 14:37:42.0"	""	""	""	"2010-01-13 09:25:00.0"	"Completed"	"test2008446"	""	""	""	"elit dictum eu"	""	""	""
"4.29"	"2010-05-24 14:37:42.0"	""	""	""	"2010-01-21 10:00:00.0"	"Completed"	"test2008446"	""	""	""	"tristique sit"	""	""	""
"4.4"	"2010-05-24 14:37:42.0"	""	""	""	"2010-01-28 09:40:00.0"	"Completed"	"test2008446"	""	""	""	" ipsum nam nunc"	""	""	""
"4.69"	"2010-05-24 14:37:42.0"	""	""	""	"2010-03-11 09:25:00.0"	"Completed"	"test2008446"	""	""	""	"penatibus suspendisse"	""	""	""
"4.78"	"2010-05-24 14:37:42.0"	""	""	""	"2010-05-12 09:15:00.0"	"Completed"	"test2008446"	""	""	""	"amet scelerisque"	""	""	""
"5.07"	"2010-05-28 13:12:12.0"	""	""	""	"2010-05-28 09:15:00.0"	"Completed"	"test2008446"	""	""	""	"morbi duis adipiscing"	""	""	""
"5.35"	"2010-07-13 13:22:43.0"	""	""	""	"2010-07-13 08:45:00.0"	"Completed"	"test2008446"	""	""	""	"facilisis amet"	""	""	""
"5.51"	"2010-08-11 11:53:48.0"	""	""	""	"2010-08-11 09:20:00.0"	"Completed"	"test2008446"	""	""	""	"est metus aliquet"	""	""	""
"5.74"	"2010-09-24 12:49:30.0"	""	""	""	"2010-09-24 11:00:00.0"	"Completed"	"test2008446"	""	""	""	"pellentesque"	""	""	""
"5.78"	"2010-10-25 07:49:10.0"	""	""	""	"2010-10-22 00:00:00.0"	"Completed"	"test2008446"	""	""	""	"vitae nam est"	""	""	""
"5.82"	"2010-11-17 07:04:58.0"	""	""	""	"2010-11-16 13:30:00.0"	"Completed"	"test2008446"	""	""	""	"ultrices donec"	""	""	""
"6.5"	"2010-12-14 14:21:23.0"	""	""	""	"2010-12-14 14:09:52.0"	"Completed"	"test2008446"	""	""	""	"porta et felis"	""	""	""
"6.77"	"2011-01-11 13:48:50.0"	""	""	""	"2011-01-11 13:36:41.0"	"Completed"	"test2008446"	""	""	""	"aenean sollicitudin"	""	""	""
"6.84"	"2011-01-26 14:24:19.0"	""	""	""	"2011-01-26 13:43:18.0"	"Completed"	"test2008446"	""	""	""	"tempor ligula"	""	""	""
"7.58"	"2011-02-24 14:10:00.0"	""	""	""	"2011-02-24 13:56:43.0"	"Completed"	"test2008446"	""	""	""	"per nullam pretium"	""	""	""
"8.04"	"2011-03-24 13:42:10.0"	""	""	""	"2011-03-24 13:29:59.0"	"Completed"	"test2008446"	""	""	""	"montes adipiscing"	""	""	""
"8.13"	"2011-04-21 10:04:39.0"	""	""	""	"2011-04-21 09:52:13.0"	"Completed"	"test2008446"	""	""	""	"mattis ut elit"	""	""	""
"8.2"	"2011-05-18 11:21:58.0"	""	""	""	"2011-05-18 11:16:57.0"	"Completed"	"test2008446"	""	""	""	"at rhoncus duis"	""	""	""
"8.22"	""	""	"d15f3f97-8e1e-102e-95b6-f528764d1486"	""	"2011-07-11 10:15:00.0"	"Completed"	"test2008446"	""	""	""	"dui donec augue"	""	""	""
"8.66"	""	""	"14572106-b17e-102e-8fcd-f528764d9ad7"	""	"2011-08-25 10:30:00.0"	"Completed"	"test2008446"	""	""	""	"egestas euismod"	""	""	""
"8.74"	""	""	"6a1a7fcf-bc7a-102e-914b-48cf881b37e4"	""	"2011-09-08 08:15:00.0"	"Completed"	"test2008446"	""	""	""	"a ridiculus a"	""	""	""
"0.43"	"2010-05-24 14:37:42.0"	""	""	""	"2007-11-21 10:05:00.0"	"Completed"	"test499022"	""	""	""	"aliquet viverra"	""	""	""
"0.42"	"2010-05-24 14:37:42.0"	""	""	""	"2007-11-26 13:00:00.0"	"Completed"	"test499022"	""	""	""	"condimentum est"	""	""	""
"0.396"	"2010-05-24 14:37:42.0"	""	""	""	"2007-11-27 06:40:00.0"	"Completed"	"test499022"	""	""	""	"lorem neque et"	""	""	""
"0.403"	"2010-05-24 14:37:42.0"	""	""	""	"2007-11-28 06:30:00.0"	"Completed"	"test499022"	""	""	""	"fringilla donec"	""	""	""
"0.426"	"2010-05-24 14:37:42.0"	""	""	""	"2007-11-29 06:50:00.0"	"Completed"	"test499022"	""	""	""	"pellentesque nisi"	""	""	""
"0.448"	"2010-05-24 14:37:42.0"	""	""	""	"2007-11-30 06:55:00.0"	"Completed"	"test499022"	""	""	""	"id vulputate vel"	""	""	""
"0.47"	"2010-05-24 14:37:42.0"	""	""	""	"2007-12-03 06:45:00.0"	"Completed"	"test499022"	""	""	""	"tellus lorem"	""	""	""
"0.473"	"2010-05-24 14:37:42.0"	""	""	""	"2007-12-04 06:45:00.0"	"Completed"	"test499022"	""	""	""	"eros erat nec"	""	""	""
"0.471"	"2010-05-24 14:37:42.0"	""	""	""	"2007-12-05 06:40:00.0"	"Completed"	"test499022"	""	""	""	"pellentesque arcu"	""	""	""
"0.473"	"2010-05-24 14:37:42.0"	""	""	""	"2007-12-06 06:40:00.0"	"Completed"	"test499022"	""	""	""	"vestibulum ultrices"	""	""	""
"0.487"	"2010-05-24 14:37:42.0"	""	""	""	"2007-12-07 06:50:00.0"	"Completed"	"test499022"	""	""	""	"egestas euismod"	""	""	""
"0.484"	"2010-05-24 14:37:42.0"	""	""	""	"2007-12-08 06:30:00.0"	"Completed"	"test499022"	""	""	""	"sed et faucibus"	""	""	""
"0.487"	"2010-05-24 14:37:42.0"	""	""	""	"2007-12-09 06:45:00.0"	"Completed"	"test499022"	""	""	""	"duis neque euismod"	""	""	""
"0.517"	"2010-05-24 14:37:42.0"	""	""	""	"2007-12-10 06:45:00.0"	"Completed"	"test499022"	""	""	""	"vestibulum ac"	""	""	""
"0.522"	"2010-05-24 14:37:42.0"	""	""	""	"2007-12-11 06:45:00.0"	"Completed"	"test499022"	""	""	""	"convallis tellus"	""	""	""
"0.532"	"2010-05-24 14:37:42.0"	""	""	""	"2007-12-12 06:45:00.0"	"Completed"	"test499022"	""	""	""	"mauris amet semper"	""	""	""
"0.545"	"2010-05-24 14:37:42.0"	""	""	""	"2007-12-13 06:50:00.0"	"Completed"	"test499022"	""	""	""	"duis ut elit facilisis"	""	""	""
"0.564"	"2010-05-24 14:37:42.0"	""	""	""	"2007-12-14 06:35:00.0"	"Completed"	"test499022"	""	""	""	"odio ultricies"	""	""	""
"0.56"	"2010-05-24 14:37:42.0"	""	""	""	"2007-12-15 06:48:00.0"	"Completed"	"test499022"	""	""	""	"torquent non"	""	""	""
"0.56"	"2010-05-24 14:37:42.0"	""	""	""	"2007-12-16 07:05:00.0"	"Completed"	"test499022"	""	""	""	"ac tincidunt"	""	""	""
"0.59"	"2010-05-24 14:37:42.0"	""	""	""	"2007-12-17 06:50:00.0"	"Completed"	"test499022"	""	""	""	"cras ipsum dapibus"	""	""	""
"0.59"	"2010-05-24 14:37:42.0"	""	""	""	"2007-12-18 06:35:00.0"	"Completed"	"test499022"	""	""	""	"lectus non leo"	""	""	""
"0.598"	"2010-05-24 14:37:42.0"	""	""	""	"2007-12-19 06:40:00.0"	"Completed"	"test499022"	""	""	""	"ac tellus enim"	""	""	""
"0.598"	"2010-05-24 14:37:42.0"	""	""	""	"2007-12-20 06:50:00.0"	"Completed"	"test499022"	""	""	""	"quam nunc elit"	""	""	""
"0.635"	"2010-05-24 14:37:42.0"	""	""	""	"2007-12-21 06:55:00.0"	"Completed"	"test499022"	""	""	""	"sem eget odio"	""	""	""
"0.637"	"2010-05-24 14:37:42.0"	""	""	""	"2007-12-22 07:00:00.0"	"Completed"	"test499022"	""	""	""	"nec adipiscing"	""	""	""
"0.639"	"2010-05-24 14:37:42.0"	""	""	""	"2007-12-23 07:00:00.0"	"Completed"	"test499022"	""	""	""	"nisi vitae nibh"	""	""	""
"0.639"	"2010-05-24 14:37:42.0"	""	""	""	"2007-12-24 00:00:00.0"	"Completed"	"test499022"	""	""	""	"scelerisque at"	""	""	""
"0.639"	"2010-05-24 14:37:42.0"	""	""	""	"2007-12-25 00:00:00.0"	"Completed"	"test499022"	""	""	""	"rutrum massa felis"	""	""	""
"0.64"	"2010-05-24 14:37:42.0"	""	""	""	"2007-12-26 00:00:00.0"	"Completed"	"test499022"	""	""	""	"massa lacinia"	""	""	""
"0.542"	"2010-05-24 14:37:42.0"	""	""	""	"2007-12-27 00:00:00.0"	"Completed"	"test499022"	""	""	""	"erat tortor a"	""	""	""
"0.544"	"2010-05-24 14:37:42.0"	""	""	""	"2007-12-28 00:00:00.0"	"Completed"	"test499022"	""	""	""	"est sapien sit"	""	""	""
"0.692"	"2010-05-24 14:37:42.0"	""	""	""	"2007-12-31 06:35:00.0"	"Completed"	"test499022"	""	""	""	"dictum elementum"	""	""	""
"0.71"	"2010-05-24 14:37:42.0"	""	""	""	"2008-01-08 07:40:00.0"	"Completed"	"test499022"	""	""	""	"id tempor eu"	""	""	""
"0.79"	"2010-05-24 14:37:42.0"	""	""	""	"2008-01-13 06:35:00.0"	"Completed"	"test499022"	""	""	""	"elementum lorem"	""	""	""
"0.86"	"2010-05-24 14:37:42.0"	""	""	""	"2008-01-21 08:30:00.0"	"Completed"	"test499022"	""	""	""	"suscipit lorem"	""	""	""
"0.88"	"2010-05-24 14:37:42.0"	""	""	""	"2008-01-28 07:45:00.0"	"Completed"	"test499022"	""	""	""	"scelerisque malesuada"	""	""	""
"0.88"	"2010-05-24 14:37:42.0"	""	""	""	"2008-02-18 11:00:00.0"	"Completed"	"test499022"	""	""	""	"libero vivamus"	""	""	""
"1.2"	"2010-05-24 14:37:42.0"	""	""	""	"2008-04-10 08:30:00.0"	"Completed"	"test499022"	""	""	""	"eget cursus"	""	""	""
"1.37"	"2010-05-24 14:37:42.0"	""	""	""	"2008-06-12 07:05:00.0"	"Completed"	"test499022"	""	""	""	"cursus vel ante"	""	""	""
"1.53"	"2010-05-24 14:37:42.0"	""	""	""	"2008-07-09 09:00:00.0"	"Completed"	"test499022"	""	""	""	"imperdiet volutpat"	""	""	""
"1.65"	"2010-05-24 14:37:42.0"	""	""	""	"2008-07-18 07:00:00.0"	"Completed"	"test499022"	""	""	""	"tortor eu congue"	""	""	""
"1.77"	"2010-05-24 14:37:42.0"	""	""	""	"2008-08-01 07:00:00.0"	"Completed"	"test499022"	""	""	""	"condimentum dapibus"	""	""	""
"1.73"	"2010-05-24 14:37:42.0"	""	""	""	"2008-08-15 07:00:00.0"	"Completed"	"test499022"	""	""	""	"ac et vitae vel"	""	""	""
"1.82"	"2010-05-24 14:37:42.0"	""	""	""	"2008-09-08 06:25:00.0"	"Completed"	"test499022"	""	""	""	"nisi augue libero"	""	""	""
"1.94"	"2010-05-24 14:37:42.0"	""	""	""	"2008-10-09 10:20:00.0"	"Completed"	"test499022"	""	""	""	"nibh lobortis"	""	""	""
"2.18"	"2010-05-24 14:37:42.0"	""	""	""	"2008-11-03 10:00:00.0"	"Completed"	"test499022"	""	""	""	"elementum in"	""	""	""
"2.3"	"2010-05-24 14:37:42.0"	""	""	""	"2008-12-30 08:50:00.0"	"Completed"	"test499022"	""	""	""	"quis imperdiet"	""	""	""
"2.17"	"2010-05-24 14:37:42.0"	""	""	""	"2009-01-13 11:10:00.0"	"Completed"	"test499022"	""	""	""	"torquent mattis"	""	""	""
"2.4"	"2010-05-24 14:37:42.0"	""	""	""	"2009-02-19 09:20:00.0"	"Completed"	"test499022"	""	""	""	"nibh orci luctus"	""	""	""
"2.57"	"2010-05-24 14:37:42.0"	""	""	""	"2009-03-26 08:00:00.0"	"Completed"	"test499022"	""	""	""	"augue a tellus"	""	""	""
"2.56"	"2010-05-24 14:37:42.0"	""	""	""	"2009-05-06 07:38:00.0"	"Completed"	"test499022"	""	""	""	"phasellus sed"	""	""	""
"2.76"	"2010-05-24 14:37:42.0"	""	""	""	"2009-07-01 08:45:00.0"	"Completed"	"test499022"	""	""	""	"sed ut tincidunt"	""	""	""
"3.28"	"2010-05-24 14:37:42.0"	""	""	""	"2009-09-08 10:45:00.0"	"Completed"	"test499022"	""	""	""	"tempor nulla"	""	""	""
"3.64"	"2010-05-24 14:37:42.0"	""	""	""	"2009-11-12 13:45:00.0"	"Completed"	"test499022"	""	""	""	"convallis convallis"	""	""	""
"3.64"	"2010-05-24 14:37:42.0"	""	""	""	"2010-01-26 08:15:00.0"	"Completed"	"test499022"	""	""	""	"nunc libero magna"	""	""	""
"4.21"	"2010-05-24 14:37:42.0"	""	""	""	"2010-04-06 09:00:00.0"	"Completed"	"test499022"	""	""	""	"sed vel a aliquam"	""	""	""
"4.18"	"2010-05-24 14:37:42.0"	""	""	""	"2010-05-05 08:30:00.0"	"Completed"	"test499022"	""	""	""	"nisi congue mauris"	""	""	""
"4.52"	"2010-06-23 14:07:01.0"	""	""	""	"2010-06-23 08:50:00.0"	"Completed"	"test499022"	""	""	""	"scelerisque lectus"	""	""	""
"4.43"	"2010-07-12 13:21:33.0"	""	""	""	"2010-07-12 09:25:00.0"	"Completed"	"test499022"	""	""	""	"sociis magna"	""	""	""
"4.43"	"2010-08-30 09:17:07.0"	""	""	""	"2010-08-30 08:37:00.0"	"Completed"	"test499022"	""	""	""	"leo massa arcu"	""	""	""
"4.42"	"2010-09-27 12:30:19.0"	""	""	""	"2010-09-27 08:45:00.0"	"Completed"	"test499022"	""	""	""	"neque eleifend"	""	""	""
"4.29"	"2010-11-03 10:57:46.0"	""	""	""	"2010-11-03 08:00:00.0"	"Completed"	"test499022"	""	""	""	"mi vestibulum"	""	""	""
"4.47"	"2010-12-16 10:07:58.0"	""	""	""	"2010-12-16 08:15:00.0"	"Completed"	"test499022"	""	""	""	"molestie nibh"	""	""	""
"4.67"	"2011-01-18 14:09:58.0"	""	""	""	"2011-01-18 13:59:39.0"	"Completed"	"test499022"	""	""	""	"metus elit sit"	""	""	""
"4.68"	"2011-01-26 14:24:19.0"	""	""	""	"2011-01-26 13:43:18.0"	"Completed"	"test499022"	""	""	""	"dis urna consectetur"	""	""	""
"5.3"	"2011-02-24 14:09:59.0"	""	""	""	"2011-02-24 13:56:43.0"	"Completed"	"test499022"	""	""	""	"placerat integer"	""	""	""
"5.42"	"2011-03-24 13:42:10.0"	""	""	""	"2011-03-24 13:29:59.0"	"Completed"	"test499022"	""	""	""	"maecenas sem"	""	""	""
"5.54"	"2011-04-21 10:04:39.0"	""	""	""	"2011-04-21 09:52:13.0"	"Completed"	"test499022"	""	""	""	"lobortis at sapien"	""	""	""
"5.72"	"2011-05-19 10:27:34.0"	""	""	""	"2011-05-19 10:23:40.0"	"Completed"	"test499022"	""	""	""	"bibendum malesuada"	""	""	""
"5.88"	"2011-06-02 14:54:25.0"	""	""	""	"2011-06-02 14:45:29.0"	"Completed"	"test499022"	""	""	""	"sit suspendisse"	""	""	""
"6.08"	""	""	"0d67fa35-7a75-102e-87ff-493dbd275cd3"	""	"2011-06-16 13:39:00.0"	"Completed"	"test499022"	""	""	""	"vestibulum aliquam"	""	""	""
"6.07"	""	""	"d15f3f97-8e1e-102e-95b6-f528764d1486"	""	"2011-07-11 10:15:00.0"	"Completed"	"test499022"	""	""	""	"quis molestie"	""	""	""
"6.45"	""	""	"6a1a7fcf-bc7a-102e-914b-48cf881b37e4"	""	"2011-09-08 08:15:00.0"	"Completed"	"test499022"	""	""	""	"imperdiet ultrices"	""	""	""
"0.47"	"2010-05-24 14:37:42.0"	""	""	""	"2008-06-12 10:45:00.0"	"Completed"	"test5171727"	""	""	""	"metus elit sagittis"	""	""	""
"0.53"	"2010-05-24 14:37:42.0"	""	""	""	"2008-07-08 09:30:00.0"	"Completed"	"test5171727"	""	""	""	"feugiat viverra"	""	""	""
"0.68"	"2010-05-24 14:37:42.0"	""	""	""	"2008-08-11 09:45:00.0"	"Completed"	"test5171727"	""	""	""	"in ultricies"	""	""	""
"1.09"	"2010-05-24 14:37:42.0"	""	""	""	"2008-10-16 07:30:00.0"	"Completed"	"test5171727"	""	""	""	"mauris vivamus"	""	""	""
"0.99"	"2010-05-24 14:37:42.0"	""	""	""	"2008-12-13 09:00:00.0"	"Completed"	"test5171727"	""	""	""	"tellus ut felis"	""	""	""
"1.5"	"2010-05-24 14:37:42.0"	""	""	""	"2009-01-06 09:00:00.0"	"Completed"	"test5171727"	""	""	""	"interdum sollicitudin"	""	""	""
"1.73"	"2010-05-24 14:37:42.0"	""	""	""	"2009-03-05 08:00:00.0"	"Completed"	"test5171727"	""	""	""	"mi class integer"	""	""	""
"1.99"	"2010-05-24 14:37:42.0"	""	""	""	"2009-05-06 09:15:00.0"	"Completed"	"test5171727"	""	""	""	"sed ipsum enim"	""	""	""
"2.2"	"2010-05-24 14:37:42.0"	""	""	""	"2009-07-07 09:30:00.0"	"Completed"	"test5171727"	""	""	""	"tincidunt vitae"	""	""	""
"2.31"	"2010-05-24 14:37:42.0"	""	""	""	"2009-07-22 09:15:00.0"	"Completed"	"test5171727"	""	""	""	"nullam venenatis"	""	""	""
"2.36"	"2010-05-24 14:37:42.0"	""	""	""	"2009-08-28 08:30:00.0"	"Completed"	"test5171727"	""	""	""	"cubilia vivamus"	""	""	""
"2.43"	"2010-05-24 14:37:42.0"	""	""	""	"2009-09-08 09:40:00.0"	"Completed"	"test5171727"	""	""	""	"quam consequat"	""	""	""
"2.43"	"2010-05-24 14:37:42.0"	""	""	""	"2009-09-21 08:45:00.0"	"Completed"	"test5171727"	""	""	""	"interdum accumsan"	""	""	""
"2.68"	"2010-05-24 14:37:42.0"	""	""	""	"2009-09-28 13:30:00.0"	"Completed"	"test5171727"	""	""	""	"eget et aliquam"	""	""	""
"2.56"	"2010-05-24 14:37:42.0"	""	""	""	"2009-10-07 10:15:00.0"	"Completed"	"test5171727"	""	""	""	"ut ac ornare"	""	""	""
"2.45"	"2010-05-24 14:37:42.0"	""	""	""	"2009-11-10 10:00:00.0"	"Completed"	"test5171727"	""	""	""	"duis tincidunt"	""	""	""
"2.64"	"2010-05-24 14:37:42.0"	""	""	""	"2010-01-25 09:15:00.0"	"Completed"	"test5171727"	""	""	""	"mauris iaculis"	""	""	""
"2.55"	"2010-05-24 14:37:42.0"	""	""	""	"2010-02-26 08:30:00.0"	"Completed"	"test5171727"	""	""	""	"massa mauris"	""	""	""
"2.48"	"2010-05-24 14:37:42.0"	""	""	""	"2010-04-30 09:00:00.0"	"Completed"	"test5171727"	""	""	""	"interdum nec"	""	""	""
"3.32"	"2010-06-30 14:18:08.0"	""	""	""	"2010-06-30 10:50:00.0"	"Completed"	"test5171727"	""	""	""	"in massa velit"	""	""	""
"3.46"	"2010-08-17 17:12:23.0"	""	""	""	"2010-08-17 11:00:00.0"	"Completed"	"test5171727"	""	""	""	"eget quis vestibulum"	""	""	""
"3.82"	"2010-09-24 12:51:24.0"	""	""	""	"2010-09-24 11:00:00.0"	"Completed"	"test5171727"	""	""	""	"in orci mi rutrum"	""	""	""
"3.94"	"2010-10-25 07:44:27.0"	""	""	""	"2010-10-22 00:00:00.0"	"Completed"	"test5171727"	""	""	""	"hendrerit curabitur"	""	""	""
"3.88"	"2010-11-17 07:00:16.0"	""	""	""	"2010-11-16 13:30:00.0"	"Completed"	"test5171727"	""	""	""	"sit varius velit"	""	""	""
"3.86"	"2010-12-14 14:21:23.0"	""	""	""	"2010-12-14 14:09:52.0"	"Completed"	"test5171727"	""	""	""	"ipsum venenatis"	""	""	""
"3.84"	"2011-01-11 13:48:49.0"	""	""	""	"2011-01-11 13:36:41.0"	"Completed"	"test5171727"	""	""	""	"proin convallis"	""	""	""
"4.01"	"2011-01-26 14:24:19.0"	""	""	""	"2011-01-26 13:43:18.0"	"Completed"	"test5171727"	""	""	""	"porta nulla pellentesque"	""	""	""
"4.16"	"2011-02-24 14:09:59.0"	""	""	""	"2011-02-24 13:56:43.0"	"Completed"	"test5171727"	""	""	""	"scelerisque vestibulum"	""	""	""
"4.36"	"2011-03-24 13:42:10.0"	""	""	""	"2011-03-24 13:29:59.0"	"Completed"	"test5171727"	""	""	""	" ultricies gravida"	""	""	""
"4.39"	"2011-04-21 10:04:39.0"	""	""	""	"2011-04-21 09:52:13.0"	"Completed"	"test5171727"	""	""	""	"ornare commodo"	""	""	""
"4.48"	"2011-05-19 10:27:34.0"	""	""	""	"2011-05-19 10:23:40.0"	"Completed"	"test5171727"	""	""	""	"nibh nisi eu"	""	""	""
"4.34"	"2011-06-02 14:54:25.0"	""	""	""	"2011-06-02 14:45:29.0"	"Completed"	"test5171727"	""	""	""	"risus mus vel"	""	""	""
"4.46"	""	""	"0d67fa35-7a75-102e-87ff-493dbd275cd3"	""	"2011-06-16 13:39:00.0"	"Completed"	"test5171727"	""	""	""	"eros libero id"	""	""	""
"4.38"	""	""	"51b37dd2-8b9c-102e-973e-f528764d8493"	""	"2011-07-08 09:00:00.0"	"Completed"	"test5171727"	""	""	""	"vulputate ante"	""	""	""
"4.36"	""	""	"6b5cb70f-9ffe-102e-a396-f528764d83e9"	""	"2011-08-03 09:07:00.0"	"Completed"	"test5171727"	""	""	""	"pellentesque"	""	""	""
"4.76"	""	""	"3b56431c-c102-102e-8d41-48cf881b3648"	""	"2011-09-14 09:03:00.0"	"Completed"	"test5171727"	""	""	""	"eros dictum nec"	""	""	""
"0.5"	"2010-05-24 14:37:42.0"	""	""	""	"2008-06-20 11:05:00.0"	"Completed"	"test2950014"	""	""	""	"sapien et sem"	""	""	""
"0.49"	"2010-05-24 14:37:42.0"	""	""	""	"2008-06-24 11:30:00.0"	"Completed"	"test2950014"	""	""	""	"curabitur mus"	""	""	""
"0.49"	"2010-05-24 14:37:42.0"	""	""	""	"2008-07-01 14:50:00.0"	"Completed"	"test2950014"	""	""	""	"gravida eget"	""	""	""
"0.519"	"2010-05-24 14:37:42.0"	""	""	""	"2008-07-06 10:30:00.0"	"Completed"	"test2950014"	""	""	""	"praesent a enim"	""	""	""
"0.578"	"2010-05-24 14:37:42.0"	""	""	""	"2008-07-15 11:00:00.0"	"Completed"	"test2950014"	""	""	""	"molestie nisl"	""	""	""
"0.77"	"2010-05-24 14:37:42.0"	""	""	""	"2008-08-18 09:00:00.0"	"Completed"	"test2950014"	""	""	""	"odio nibh tincidunt"	""	""	""
"1.04"	"2010-05-24 14:37:42.0"	""	""	""	"2008-10-24 09:30:00.0"	"Completed"	"test2950014"	""	""	""	"risus at ipsum"	""	""	""
"1.18"	"2010-05-24 14:37:42.0"	""	""	""	"2008-12-12 08:30:00.0"	"Completed"	"test2950014"	""	""	""	"augue donec sollicitudin"	""	""	""
"1.31"	"2010-05-24 14:37:42.0"	""	""	""	"2009-01-13 08:55:00.0"	"Completed"	"test2950014"	""	""	""	"nulla scelerisque"	""	""	""
"1.5"	"2010-05-24 14:37:42.0"	""	""	""	"2009-03-09 09:30:00.0"	"Completed"	"test2950014"	""	""	""	"nullam varius"	""	""	""
"1.65"	"2010-05-24 14:37:42.0"	""	""	""	"2009-05-11 09:30:00.0"	"Completed"	"test2950014"	""	""	""	"vel risus sit"	""	""	""
"1.7"	"2010-05-24 14:37:42.0"	""	""	""	"2009-07-07 09:30:00.0"	"Completed"	"test2950014"	""	""	""	"augue per ornare"	""	""	""
"1.9"	"2010-05-24 14:37:42.0"	""	""	""	"2009-07-22 09:15:00.0"	"Completed"	"test2950014"	""	""	""	"nullam varius"	""	""	""
"1.92"	"2010-05-24 14:37:42.0"	""	""	""	"2009-08-28 08:30:00.0"	"Completed"	"test2950014"	""	""	""	"sit placerat"	""	""	""
"2.11"	"2010-05-24 14:37:42.0"	""	""	""	"2009-09-08 09:40:00.0"	"Completed"	"test2950014"	""	""	""	"praesent nulla"	""	""	""
"2.04"	"2010-05-24 14:37:42.0"	""	""	""	"2009-09-21 08:45:00.0"	"Completed"	"test2950014"	""	""	""	"quis et ipsum"	""	""	""
"2.31"	"2010-05-24 14:37:42.0"	""	""	""	"2009-09-28 13:30:00.0"	"Completed"	"test2950014"	""	""	""	" montes eu rhoncus"	""	""	""
"2.22"	"2010-05-24 14:37:42.0"	""	""	""	"2009-10-07 10:15:00.0"	"Completed"	"test2950014"	""	""	""	"sit non at libero"	""	""	""
