"ts"	"remark"	"taskid"	"userid"	"parentId"	"date"	"QCStateLabel"	"Id"	"performedby"	"Description"	"so"	"a"	"project"	"category"	"p"	"account"	"enddate"	"requestid"
"2011-03-23 15:19:19.0"	"urna"	""	""	""	"2011-03-23 10:30:00.0"	"Completed"	"test2008446"	""	"amet curae; malesuada orci vel at viverra sapien sapien commodo varius fermentum euismod sit in nulla dapibus semper volutpat"	"Placed in protected contact with rh2057 due to aggression from r07021. Plan on finding more suitable partners. NT"	""	"803932"	""	""	""	""	""
"2011-04-01 11:27:33.0"	""	""	""	""	"2011-03-31 11:00:00.0"	"Completed"	"test2008446"	""	"sed lorem tortor sodales tempus nulla eget dictum bibendum phasellus odio donec neque curae; varius mollis porttitor pellentesque neque velit maecenas pharetra malesuada mollis pellentesque"	"Animal previously reported for SIB."	"Animal assessed by behavioral staff. Animal did not exhibit SIB, no wounds present."	"803932"	""	"Continue to monitor. No intervention at this time. NT"	""	""	""
""	""	"4322771e-8eb8-102e-bd34-f528764dcd2f"	""	""	"2011-05-03 13:00:00.0"	"Completed"	"test2008446"	"ntorres"	"condimentum cursus quis quis mauris quam egestas mi aliquet imperdiet elit integer praesent himenaeos mauris nunc facilisis fusce pulvinar lacus eros morbi vel vulputate euismod nunc ut consequat ullamcorper odio"	"Animal currently monitored monthly for SIB."	"Animal assessed by behavioral staff. Animal did not exhibit SIB, no wounds present."	""	""	"Continue to monitor monthly. No further intervention at this time. NT"	""	""	""
""	""	"764f1d04-a579-102e-a091-f528764dbee3"	""	""	"2011-06-24 10:00:00.0"	"Completed"	"test2008446"	"ntorres"	"erat laoreet hac ante eu quam duis eu ante aliquet feugiat elementum ac dictumst id sem dapibus metus vehicula vivamus lacus dapibus diam tortor mauris augue in turpis urna aliquet"	"Animal currently monitored monthly for SIB."	"Animal did not exhibit SIB, no wounds present."	""	""	"Continue to monitor in a monthly basis. No intervention at this time. NT"	""	""	""
""	""	"764f1d04-a579-102e-a091-f528764dbee3"	""	""	"2011-08-09 10:00:00.0"	"Completed"	"test2008446"	"ntorres"	"turpis eros porttitor varius urna id vestibulum sagittis mollis nisi at bibendum nullam  fusce interdum at sem sit egestas condimentum nec vitae pretium senectus mi venenatis at"	"Animal currently monitored monthly for SIB."	"Animal did not exhibit SIB, no wounds present."	""	""	"Continue to monitor in a monthly basis. No intervention at this time. NT"	""	""	""
"2010-05-24 14:29:42.0"	"enim"	""	""	""	"2008-10-09 10:20:00.0"	"Completed"	"test499022"	""	"quam habitasse orci ultrices posuere justo senectus natoque euismod sed eget erat sociosqu curabitur eleifend lacinia ac nulla tristique magna tortor suspendisse ut dolor sodales sapien nec accumsan et nunc sollicitudin ultrices adipiscing tempus mollis tristique porttitor posuere orci orci ornare per non amet enim gravida porttitor eget sodales eget nulla at elit id pretium amet suscipit at semper semper justo eget tellus pretium ultricies in sollicitudin massa lorem etiam vestibulum pulvinar"	"pair test between r07017, r07045, r07048, r07049, r08004 and 08006;  conclusion:  successfully paired;  aggression:  yes;  affiliation:  yes;  immediate close proximity, no immediate aggression, r07048 and r07049 clearly dominant, r07017 and r07045 pacing, r08004 and r08006 huddling, after time r07049 initiated aggressive behavior, chasing and hair pulling, followed by r07048 sitting on r08004 and r08006, no alarming behaviors noted, group left together after monitoring for one hour.  MR"	""	"803932"	""	""	""	""	""
"2010-05-24 14:29:42.0"	""	""	""	""	"2008-10-09 13:30:00.0"	"Completed"	"test499022"	""	"aenean dignissim libero magna integer bibendum rutrum pellentesque at tortor nulla sit sem etiam convallis at platea interdum pellentesque tincidunt quis sapien urna aenean diam quam lectus curabitur porttitor eros porttitor  laoreet cras neque vestibulum pellentesque arcu mollis dui id eget nunc tempus ac natoque fringilla enim tristique justo vivamus nam sed massa venenatis amet placerat ligula felis in egestas odio nibh cursus a dis luctus cursus laoreet purus nibh aptent quis"	"behavioral staff notified of injuries to r08004 and r08006."	"assessed situation. upon observing r07049 chase and bite r08004 and r08006, r07048 and r07049 were removed from the group.  after 20 minutes r07017 and r07045 began behaving aggressively toward r08004 and r08006, pulling hair and biting.  the decision was made to remove r08004 and r08006 and return r07048 and r07049.  minimal aggression was observed from r07049.  group left together."	"803932"	""	"continue to monitor.  MR"	""	""	""
"2010-05-24 14:29:42.0"	""	""	""	""	"2009-05-12 10:00:00.0"	"Completed"	"test499022"	""	"molestie tortor sagittis id lacinia ridiculus urna purus maecenas dictum pretium mauris dolor eros scelerisque sed ac vestibulum metus in"	"Animal relocated to c435, pen 1 as part of a pen formation."	""	"803932"	""	"Monitor all animals placed in pen for signs of incompatibility.  JS"	""	""	""
"2010-05-24 14:29:42.0"	"sed viverra"	""	""	""	"2010-05-04 10:00:00.0"	"Completed"	"test499022"	""	"sapien ante eleifend tristique dictum placerat at lacinia lectus quisque donec"	"Animal paired with new partner, r07043, for research project.  MR/TF"	""	"803932"	""	""	""	""	""
"2010-05-24 14:29:42.0"	"sem vel"	""	""	""	"2010-05-05 11:30:00.0"	"Completed"	"test499022"	""	"id nam lacinia tempor nec eros suspendisse vel augue facilisis dui erat justo nec morbi sed risus at litora"	"Animal paired with new partner, r08016, in attempt to create stable pairs for upcoming project.  MR"	""	"803932"	""	""	""	""	""
"2010-05-24 14:29:42.0"	""	""	""	""	"2010-05-06 10:00:00.0"	"Completed"	"test499022"	""	"integer facilisis nibh auctor ultricies sociis libero tempus ut sagittis  hendrerit nisl augue sed quis quis hendrerit libero magna quam lectus a tempus nunc nec nulla lacus auctor arcu in urna ante ac consectetur tempus tortor dolor scelerisque eu tellus cursus aliquet id in dignissim arcu feugiat mauris scelerisque"	"New pair for research project."	"Behavioral staff assessed pair.  r08016 has multiple healing wounds on face, back and tail from previous partner, possible new scratch on face, pair appears compatible, sitting in proximity, both taking treats."	"803932"	""	"Continue to monitor for signs of incompatibility. MR"	""	""	""
"2010-05-24 14:29:42.0"	""	""	""	""	"2010-05-07 10:15:00.0"	"Completed"	"test499022"	""	"facilisis posuere tortor turpis parturient ac senectus porta aliquam ullamcorper dolor amet convallis et vitae curae; phasellus id sit arcu consectetur id sit ac leo felis iaculis phasellus metus ante neque morbi lobortis"	"New pair for research project."	"Behavioral staff assessed pair.  Pair appears compatible, taking treats in proximity.  r08016 wounds continue to heal."	"803932"	""	"Continue to monitor.  No intervention at this time.  MR"	""	""	""
"2010-05-24 14:29:42.0"	""	""	""	""	"2010-05-13 10:30:00.0"	"Completed"	"test499022"	""	"auctor dui nulla interdum id porttitor commodo et nulla et purus nulla tincidunt lobortis sed vestibulum sit aliquet mus tempus orci at sodales maecenas ullamcorper ut massa massa mi facilisis porttitor laoreet tempus sed mi massa adipiscing hendrerit arcu viverra mollis nibh metus luctus"	"Recheck of new pair."	"Behavioral staff assessed pair.  r08016 has new minor wounds on both legs, healing wounds on face, back and tail.  r08016 initially hesitant to take treats, some food aggression noted from r07049."	"803932"	""	"Continue to monitor for signs of incompatibility.  MR"	""	""	""
"2010-05-24 14:29:42.0"	""	""	""	""	"2010-05-17 10:00:00.0"	"Completed"	"test499022"	""	"cras eget sed curae; quam eros velit maecenas eros feugiat ligula id purus id ipsum tortor pellentesque mi duis pellentesque metus congue sed bibendum hac augue dolor convallis ut libero nec quis leo tellus proin ac venenatis sit enim vestibulum id consectetur vestibulum a vehicula amet diam orci sed tincidunt"	"Recheck of new pair."	"Behavioral staff assessed pair.  Healing wounds on r08016, no new wounds since 13May2010, however appears to be more hesitance to take treats in proximity of r07049.  No aggression noted, but r07049 likely food aggressive."	"803932"	""	"Continue to monitor.  No intervention at this time. MR"	""	""	""
"2010-05-24 14:29:42.0"	"dolor"	""	""	""	"2010-05-18 08:48:00.0"	"Completed"	"test499022"	""	"in massa velit suscipit vestibulum scelerisque  praesent dignissim"	"Animal separated from r08016 due to ongoing fighting.  MR"	""	"803932"	""	""	""	""	""
"2010-05-24 14:29:42.0"	"netus"	""	""	""	"2010-05-18 11:30:00.0"	"Completed"	"test499022"	""	"odio elit etiam donec id proin id at justo vehicula ut tincidunt quis vestibulum ante praesent arcu ante adipiscing cum"	"Animal placed in new room in visual contact with r07010.  Will attempt pairing if animals appear compatible.  MR"	""	"803932"	""	""	""	""	""
"2010-07-01 09:05:27.0"	"quam"	""	""	""	"2010-06-29 11:00:00.0"	"Completed"	"test499022"	""	"dis quis tempor est nisl elit magna dapibus tincidunt sed aenean vel justo magna auctor semper elit nec vitae porttitor maecenas libero in eu vitae senectus quis nec dui convallis non dis nulla lacinia nibh accumsan fusce phasellus porta sed cursus elementum nunc  urna ultricies tortor sed egestas faucibus elit augue"	"gradual pair test between r05082 and rh07010; test #1, 30 minutes; conclusion: inconclusive; shared food: yes; aggression: yes; affiliation: yes; animals fought briefly causing minor finger trauma to r06028, shared perch and treats, r06028 chomping and yawning, attempted mounting r07049 who moved away. CA/NT"	""	"803932"	""	""	""	""	""
"2010-07-22 10:59:25.0"	"vel id"	""	""	""	"2010-07-22 09:35:00.0"	"Completed"	"test499022"	""	"blandit laoreet mauris curae; dapibus nunc dui et enim consequat auctor id posuere curae; cras eu vestibulum commodo consequat sodales inceptos magna pretium duis donec porta quam euismod et mauris interdum dapibus viverra nulla mauris tristique nam turpis auctor erat amet ante mollis aliquam"	"gradual pair test between r06028 and r07049; test #2, 45 minutes; conclusion: compatible; shared food: yes; aggression: no; affiliation: yes; shared perch after panel removal, r06028 grabbed and tried pulling r07049 towards him, r06028 presented, animals sat together several times. NT"	""	"803932"	""	""	""	""	""
""	""	"eb7e0084-c1c1-102e-8bf4-48cf881b7eb6"	""	""	"2011-09-15 10:30:00.0"	"Completed"	"test5171727"	"ntorres"	"sem hendrerit elit rutrum vitae ut leo lectus accumsan mus iaculis ut elit quis augue aliquam id purus at justo vel iaculis dolor eleifend suspendisse neque lorem praesent arcu felis elit nec fringilla ipsum"	"pair test between r09068 and r08012; conclusion: successfully paired; shared treats: yes; aggression: no; affiliation: yes; shared perch, maintained good proximity, left together in new home cage. NT"	""	""	""	""	""	""	""
"2010-05-24 14:29:42.0"	""	""	""	""	"2008-09-05 10:30:00.0"	"Completed"	"test2950014"	""	"nec sed ultrices non mollis porta pellentesque turpis sagittis tortor euismod dictumst sapien diam condimentum velit bibendum aliquam dis tincidunt tellus mauris lorem ac turpis"	"Animal reported for pacing."	"Animal assessed by behavioral staff.  Animal did not pace.  Animal's health appears stable."	"803932"	""	"No intervention needed at this time.  CD/NG"	""	""	""
"2010-05-24 14:29:42.0"	"mi orci"	""	""	""	"2008-11-17 09:30:00.0"	"Completed"	"test3935154"	""	"non sed nulla ligula quam vel sed lacinia leo et eu sed nibh euismod viverra etiam facilisi platea adipiscing quis ligula euismod consequat non integer dolor facilisis ut quam velit est lobortis ante varius a eu sed primis"	"regrouping between r00052, r01011, and r08025; test #1, 1 hour 45 minutes; conclusion: successfully paired; shared food: yes; aggression: no; affiliation: yes; sat in proximity a lot, ok at 1115, left together.  TF/ng"	""	"803932"	""	""	""	""	""
"2010-05-24 14:29:42.0"	"ad eu"	""	""	""	"2009-03-04 10:05:00.0"	"Completed"	"test2227135"	""	"magna suscipit ornare phasellus lacus magnis orci varius duis tincidunt a quis eleifend facilisis lacus praesent dignissim lorem facilisi feugiat leo taciti et dignissim luctus per luctus nunc etiam eleifend vulputate ipsum in justo ac lobortis porttitor"	"gradual pair test between r08051, rhas72, r08049 and r99052;  test #1, 15 minutes;  conclusion:  inconclusive;  aggression:  no;  affiliation:  no;  sat in proximity a few times, r08049 very independent, r99052 kept grabbing r08049 back.  TF/mr"	""	"803932"	""	""	""	""	""
"2010-05-24 14:29:42.0"	"lacus"	""	""	""	"2010-05-18 11:30:00.0"	"Completed"	"test4935165"	""	"non tempus felis risus sit commodo eu in semper diam eget nulla blandit eu pulvinar et praesent erat consequat dapibus"	"Animal placed in new room in visual contact with r08016.  Will attempt pairing if animals appear compatible.  MR"	""	"803932"	""	""	""	""	""
"2010-05-28 09:34:45.0"	"rutrum"	""	""	""	"2010-05-24 11:15:00.0"	"Completed"	"test4935165"	""	" pharetra ultricies vehicula in sem euismod phasellus euismod sed sed phasellus platea mi in mauris consectetur aliquam quis ac ipsum molestie porta viverra faucibus erat dui justo elementum scelerisque congue libero mauris pellentesque auctor donec rutrum mauris nisi pellentesque"	"gradual pair test between r08052 and r08016; test #1, 15 minutes; conclusion: incompatible; shared food: yes; aggression: yes; affiliation: yes; r08016 presented to r08052, r08052 mounted and grabbed r08016, r08016 was agitated, screaming and running away from r08052. EE/nt"	""	"803932"	""	""	""	""	""
"2010-05-26 13:34:48.0"	"nec pellentesque"	""	""	""	"2010-05-26 11:30:00.0"	"Completed"	"test4935165"	""	"sociis phasellus id id urna et odio curabitur at neque in cras sed donec lectus congue tincidunt pulvinar vehicula facilisis suscipit nec rutrum libero risus ut condimentum sed ornare donec odio ante suspendisse ac vehicula lorem ut scelerisque egestas non faucibus cubilia donec tempor orci nibh amet tortor amet congue tortor nunc in vel pretium bibendum et tincidunt suscipit mi ornare mauris id non maecenas in in lacinia tortor donec nunc"	"protected contact pair test between r08052 and r07011;  test #1, 15 minutes;  conclusion:  successfully paired;  shared food:  yes;  aggression:  yes;  affiliation:  yes;  r08052 initially smelling r07011, then began chasing him, r07011 presenting, pair takes treats in proximity, continued chasing by r08052, privacy panel inserted, r08052 afraid of panel,, much less aggressive toward r07011 with panel in, sharing foraging device.  MR"	""	"803932"	""	""	""	""	""
"2010-10-28 08:54:20.0"	"accumsan"	""	""	""	"2010-10-27 11:00:00.0"	"Completed"	"test4945025"	""	"taciti at pellentesque lacus quam quisque nisl tellus ut accumsan nec sit tristique sit mauris porta malesuada eget nulla ante sed volutpat luctus ut iaculis purus porttitor pretium lacinia tincidunt vel vehicula nullam dui dignissim tellus dignissim vel"	"gradual pair test between r09035 and r09015; test #1, 45 minutes; conclusion: successfully paired; shared food: yes; aggression: no; affiliation: yes; animals maintained good proximity, no aggression observed, left together in neutral home cage. NT"	""	"803932"	""	""	""	""	""
"2010-08-12 14:45:56.0"	""	""	""	""	"2010-08-12 14:00:00.0"	"Completed"	"test3137998"	""	"dolor suscipit donec aliquet pellentesque lacinia id lectus purus magna  mus aliquet iaculis potenti turpis odio enim tincidunt pellentesque id nec neque at volutpat tincidunt cursus tellus cursus eros pulvinar phasellus tincidunt curabitur nibh risus velit sit ultrices viverra vitae auctor non id magna risus parturient tellus lobortis laoreet cras semper ut sociosqu purus aliquet sagittis"	"Pair reported by carestaff for fighting."	"Pair assessed by behavioral staff. Animals shared perch, maintained good proximity and shared treats. No aggression observed, r09026 had small wound on R leg and facial scratches."	"803932"	""	"No intervention at this time. Biscuit count has been increased by 2 for each animal. Will re-evaluate if reports of fighting or incompatibility continue. NT"	""	""	""
"2010-09-23 14:47:26.0"	"mauris"	""	""	""	"2010-09-23 09:55:00.0"	"Completed"	"test3137998"	""	"nec in et elit imperdiet euismod tortor id neque tincidunt felis sagittis sit consectetur id faucibus curabitur mattis nullam rhoncus nam praesent at eu interdum morbi mollis sed varius semper arcu adipiscing at condimentum cras nec morbi lacinia"	"gradual pair test between r09027 and r09026; test #1, 15 minutes; conclusion: compatible; shared food: yes; aggression: no; affiliation: yes; good proximity right away, r09027 grooming r09026, shared perch and sat together the whole test. NT"	""	"803932"	""	""	""	""	""
"2010-09-27 13:07:47.0"	"posuere"	""	""	""	"2010-09-27 11:20:00.0"	"Completed"	"test3137998"	""	"nisl mauris parturient est luctus nulla nam condimentum elementum auctor quis tristique ante  sem scelerisque ac ante suspendisse mauris justo at interdum mauris mollis quis turpis fusce elit augue sit quis"	"gradual pair test between r09026 and r09027;  test #2, 15 minutes;  conclusion:  successfully paired;  shared food:  yes;  aggression:  no;  affiliation:  yes;  pair sat  on perch in proximity.  TF/mr"	""	"803932"	""	""	""	""	""
"2010-09-23 14:47:00.0"	"per turpis"	""	""	""	"2010-09-23 09:55:00.0"	"Completed"	"test7151371"	""	"adipiscing ullamcorper ultricies vehicula nulla lorem amet congue turpis nulla aliquam rhoncus et malesuada vitae nunc cras vestibulum nec ut consequat in felis et risus eget aenean placerat eleifend eget gravida et ac vestibulum pellentesque amet"	"gradual pair test between r09027 and r09026; test #1, 15 minutes; conclusion: compatible; shared food: yes; aggression: no; affiliation: yes; good proximity right away, r09027 grooming r09026, shared perch and sat together the whole test. NT"	""	"803932"	""	""	""	""	""
"2010-09-27 13:12:04.0"	"ut sed"	""	""	""	"2010-09-27 11:20:00.0"	"Completed"	"test7151371"	""	"dictum faucibus porta parturient dui id tristique  sed per porta a amet consectetur ante a purus nulla urna scelerisque urna sit convallis et purus in mi nunc phasellus ut at urna egestas risus euismod tortor"	"gradual pair test between r09026 and r09027;  test #2, 15 minutes;  conclusion:  successfully paired;  shared food:  yes;  aggression:  no;  affiliation:  yes;  pair sat  on perch in proximity.  TF/mr"	""	"803932"	""	""	""	""	""
"2010-10-28 08:53:52.0"	"tempor"	""	""	""	"2010-10-27 11:00:00.0"	"Completed"	"test5158984"	""	"suscipit sodales turpis sed eget ante interdum sit enim egestas luctus et nulla sed feugiat nulla vel eros quis in porttitor luctus nibh hendrerit posuere odio ut integer urna arcu a ante risus nullam mauris pretium accumsan purus auctor et eu accumsan urna"	"gradual pair test between r09035 and r09015; test #1, 45 minutes; conclusion: successfully paired; shared food: yes; aggression: no; affiliation: yes; animals maintained good proximity, no aggression observed, left together in neutral home cage. NT"	""	"803932"	""	""	""	""	""
"2011-04-14 11:08:20.0"	""	""	""	""	"2011-04-13 14:05:00.0"	"Completed"	"test5131891"	""	"eu leo tellus at eros sem  amet amet ut tempus urna ligula feugiat eu suspendisse vel facilisis ut lacinia diam nam est erat a hendrerit dolor rutrum sit odio placerat vivamus amet at viverra elit cras erat placerat id augue in porttitor cum auctor mollis id penatibus placerat fusce dignissim etiam in diam congue eleifend suspendisse"	"Animal and partner (09048) reported for fighting by husbandry staff.  Behavioral Management assessed social dynamics of the pair and determined animals could benefit from a privacy panel."	""	"803932"	""	"Requested that husbandry staff place privacy in cage to reduce social conflict.  Monitor and consider relocation if necessary.  JS"	""	""	""
"2011-04-13 14:26:26.0"	""	""	""	""	"2011-04-13 14:05:00.0"	"Completed"	"test5409620"	""	"felis orci sit ac euismod vestibulum porttitor quis ac dui eleifend quis facilisis auctor tristique at tempus lobortis fermentum adipiscing condimentum nisl sodales pretium faucibus mauris facilisis vitae fermentum sit sed vel velit sit dolor urna diam tincidunt mi libero"	"Animal and partner (09046) reported for fighting by husbandry staff.  Behavioral Management assessed social dynamics of the pair."	""	"803932"	""	"Requested that husbandry staff place privacy in cage to reduce social conflict.  Monitor and consider relocation if necessary.  JS"	""	""	""
""	""	"1fbe9cce-8611-102e-ac6b-f528764d1c11"	""	""	"2011-06-28 10:30:00.0"	"Completed"	"test3771679"	""	"tortor ut porta sed euismod ante at risus mattis imperdiet fringilla justo sit elit enim aliquam nisi mauris quis turpis cras scelerisque aenean condimentum ligula pulvinar quam cras eu at non vel eget dolor in molestie purus ultricies ut nisl ac aenean  tristique amet nisl nibh vitae libero quam a feugiat sagittis vel convallis vestibulum eget"	"gradual pair test between r09057 and r09073; conclusion: successfully paired; shared food: yes; aggression: no; affiliation: yes; immediate proximity after panel removal, r09057 lipsmacking and attempting to mount r09073, r09057 groomed r09073, r09073 had a self resolving prolapse, did not appear scared of partner, left together. CA/nt"	""	""	""	""	""	""	""
""	""	"1fbe9cce-8611-102e-ac6b-f528764d1c11"	""	""	"2011-06-28 10:30:00.0"	"Completed"	"test4037096"	""	"lorem quam ipsum neque magna consectetur porttitor aliquet non et mi malesuada dapibus eros lacinia porta elit luctus in tempor blandit non luctus dapibus bibendum pellentesque id nec lorem dui nostra urna nunc nascetur elit nisl interdum at volutpat sed urna ante auctor accumsan nunc eu lobortis sit vehicula id vitae justo eleifend consectetur"	"gradual pair test between r09057 and r09073; conclusion: successfully paired; shared food: yes; aggression: no; affiliation: yes; immediate proximity after panel removal, r09057 lipsmacking and attempting to mount r09073, r09057 groomed r09073, r09073 had a self resolving prolapse, did not appear scared of partner, left together. CA/nt"	""	""	""	""	""	""	""
"2010-05-24 14:29:42.0"	"aliquam"	""	""	""	"2009-08-25 07:45:00.0"	"Completed"	"test1441142"	""	"ridiculus scelerisque placerat magna magna morbi viverra leo ut consequat tincidunt porta libero est vel dignissim morbi faucibus semper a nam mauris tristique ad posuere magna ac arcu euismod sodales magna nec rhoncus ornare"	"re-pairing between r09076, r04129 and r04124;  conclusion:  did not leave animals together;  aggression:  yes;  affiliation:  yes;  attempted to re-group, r04129 tried stealing r04124's infant (r09076), separated.  TF/mr"	""	"803932"	""	""	""	""	""
"2010-05-24 14:29:42.0"	"aliquam"	""	""	""	"2009-08-25 10:15:00.0"	"Completed"	"test1020148"	""	"imperdiet purus aliquet magna ante quis pellentesque congue leo sed varius in tempus non inceptos lacus massa sapien tellus"	"Animal and dam (2146) temporarily separated from dam's partner and infant (95004, 08056) until 08056 is weaned.  JS"	""	"803932"	""	""	""	""	""
""	""	"eb7e03dd-c1c1-102e-8bf4-48cf881b7eb6"	""	""	"2011-07-27 11:30:00.0"	"Completed"	"test1112911"	"ntorres"	"lacinia amet varius habitant nam mus porttitor interdum dui nisi posuere nisi sed id ante lobortis praesent fusce ornare nec egestas condimentum in semper vel varius porta eleifend turpis potenti et eu vestibulum at tempus neque nisl suspendisse"	"pairing between r09092 and r09038; conclusion: successfully re-paired; shared food: yes; aggression: no; affiliation: yes; animals maintained good proximity, ate next to each other, no aggression, left together in neutral cage. NT"	""	""	""	""	""	""	""
"2010-12-29 11:34:27.0"	""	""	""	""	"2010-12-29 11:30:00.0"	"Completed"	"test3224553"	""	"blandit auctor inceptos faucibus purus quam luctus felis nulla commodo eu sit varius ut quis et et augue tellus a facilisis blandit leo quis turpis a posuere"	"Animal reported for getting finger stuck several times."	""	"803932"	""	"Relocated to a different room and cage in attempt to prevent this from happening again. NT"	""	""	""
"2011-05-31 14:40:37.0"	""	""	""	""	"2011-05-31 11:00:00.0"	"Completed"	"test6700530"	""	"libero dui conubia lectus sapien egestas commodo volutpat at id nisi libero sit sem lorem libero ut quam dignissim sem vehicula eu vitae maecenas nam donec id elit diam vestibulum ultrices felis id senectus velit lorem tellus nisi a sed eget sit magna volutpat a in in non amet porta et pellentesque elit lorem dui erat sed adipiscing ante sociosqu ut mauris ut facilisis"	"r99031 grouped housed with r10033, r10069 and r10070 over the weekend and introduced to existing pen with 7 juveniles (r09095, r09085, r10054, r10065, r10061, r10047, r10044) to be pen matriarch."	"Observed animals throughout the day. No aggression, sharing same side of pen, eating treats and enrichments."	"803932"	""	"Keep monitoring closely during this week. NT"	""	""	""
""	""	"5f2e4496-b631-102e-8f94-f528764de2a0"	""	""	"2011-08-30 14:03:00.0"	"Completed"	"test6700530"	"sullivan"	"auctor dolor justo non ut amet mi in porta consequat semper imperdiet egestas iaculis luctus fermentum fringilla convallis quis turpis"	"Animal removed from pen for future research use and relocated to c327."	"Pair-housed animal with conspecific from pen.  JS"	""	""	""	""	""	""
"2011-05-31 14:41:17.0"	""	""	""	""	"2011-05-31 11:00:00.0"	"Completed"	"test6208376"	""	"rhoncus blandit sed in euismod risus dictumst blandit tempor in urna ut lectus eu facilisis faucibus adipiscing sed ultricies mauris sed eleifend ut dui egestas ac erat quam donec tincidunt etiam pellentesque curabitur sed lectus mauris convallis proin odio sed ipsum ut torquent quisque metus augue mauris non velit velit sodales felis  consequat purus sed congue"	"r99031 grouped housed with r10033, r10069 and r10070 over the weekend and introduced to existing pen with 7 juveniles (r09095, r09085, r10054, r10065, r10061, r10047, r10044) to be pen matriarch."	"Observed animals throughout the day. No aggression, sharing same side of pen, eating treats and enrichments."	"803932"	""	"Keep monitoring closely during this week. NT"	""	""	""
""	""	"87beb9d1-b625-102e-8f94-f528764de2a0"	""	""	"2011-08-30 14:30:00.0"	"Completed"	"test6208376"	"sullivan"	"neque scelerisque mollis tellus porttitor mauris nunc a fringilla id nec erat proin dictum volutpat eget mauris id et in turpis nunc eu nec platea urna a ac in sit posuere ipsum quis nec suscipit pellentesque ipsum viverra dictum porta ut vitae amet sagittis"	"r09070, r09071, and r09080 removed from pen 1 and placed in pen 3.  Monitored pen and animal activity for 2.5 hours."	"Minor aggression and chasing noted and directed towards newly placed animals."	""	""	"Monitor for aggression or incompatibility.  JS"	""	""	""
""	""	"0da8dce3-bbaa-102e-8244-f528764df5a2"	""	""	"2011-09-06 09:30:00.0"	"Completed"	"test6208376"	"ntorres"	"ultricies dolor at lectus rhoncus risus purus condimentum elementum massa fermentum urna massa auctor quis nunc donec in nullam quis nibh eget diam"	"All animals in pen doing good. No aggression observed, 3 new animals added to pen doing good, they appear more comfortable in their new home."	""	""	""	""	""	""	""
"2011-06-07 12:02:23.0"	"orci"	""	""	""	"2011-06-06 11:20:00.0"	"Completed"	"test9195996"	""	"quis nam lorem at erat nec aliquam sed ut euismod lacinia id sapien cum vivamus curabitur dignissim curabitur interdum auctor quam dignissim vulputate feugiat congue turpis suscipit placerat elementum egestas tempus sem dui interdum consectetur tempor ultrices ipsum euismod lobortis vestibulum in hendrerit vel egestas congue gravida vestibulum semper quam ultrices cras a consequat non egestas cursus et vel nascetur  luctus fringilla vel malesuada aliquet et quis turpis dictum mauris fusce nisi praesent arcu at lectus sed libero luctus adipiscing id sit tortor quisque luctus lacus est aliquam magna neque a curabitur in imperdiet bibendum orci nunc imperdiet morbi aenean gravida est mauris tempor ligula sed suspendisse  mollis ac nisl amet arcu at dignissim elit ultricies eleifend pellentesque egestas sed sit ullamcorper faucibus augue pellentesque pharetra mollis volutpat sed penatibus gravida sed condimentum sollicitudin tempor sit nibh at id sed et ultricies semper hendrerit lacus faucibus nascetur viverra pharetra rutrum nec mauris ullamcorper luctus a purus massa dictum curabitur quis neque sollicitudin velit aliquet nec ullamcorper"	"2010 animals introduced to pen around 11am.  Animals put into pen 5.  Existing 3 animals had access to the tunnel to be able to see the new animals.  R98012 spent much time at the tunnel door to pen 5.  R10021, r10032 and r10050 exploring pen and sitting directly across from r98012. R10081, r10082 and r10087 huddling.  R10021 presented to 08’s.  08’s touching 10’s through mesh.  Tunnel doors opened at 1135.  Babies ran screaming and huddling, but no aggression from older animals.  R98012 wandered around, often stopping near where the 10’s were sitting, just observing.  He would become concerned if he couldn’t find them, appearing protective.  At one point, the 08’s were threatening the 10’s and r98012 chased the 08’s away.  R10050 began wandering around alone, and would move nearer and nearer r98012.  R10021 and r10032 also moving around independently.  R10087 would start to walk away from 81 and 82, however would return quickly to huddle with them.  R10021 beginning to spend more time with 08’s.  r98012 randomly lunged once in the direction of the babies, however never behaved aggressively toward them.  MR"	""	"803932"	""	""	""	""	""
"2011-06-07 11:53:58.0"	"adipiscing"	""	""	""	"2011-06-06 11:15:00.0"	"Completed"	"test9195996"	""	"risus volutpat at suscipit aliquam volutpat fames risus vestibulum lacus enim turpis at faucibus orci placerat in ipsum consectetur a vehicula porttitor cubilia"	"Animal and cage mates placed into pen with r98012, r08014, r08021, r10021, r10032 and r10050. Additional animals will be added when pen appears stable.  MR"	""	"803932"	""	""	""	""	""
""	""	"5b483e12-a3fc-102e-877d-f528764d9dfa"	""	""	"2011-08-08 10:00:00.0"	"Completed"	"test9195996"	"mrosga"	"turpis urna auctor in non purus nisi ridiculus felis nec libero tristique duis urna accumsan amet eu sagittis dolor mauris tempus dictum ac  auctor at scelerisque porta in vestibulum eleifend in"	"Animal/pen observed by behavioral staff for 40 minutes.  r10021 had been removed late Friday afternoon. Dynamics appear to be stable. No alarming behaviors noted."	""	""	""	"Continue to monitor."	""	""	""
